% f evaluations | g evaluations | best noise-free fitness - Fopt (1.238300000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.857461255e+05 +5.858699555e+05 +5.858699555e+05
2 0 +3.660456693e+05 +3.661694993e+05 +3.661694993e+05
4 0 +2.517063515e+05 +2.518301815e+05 +2.518301815e+05
6 0 +2.470287346e+05 +2.471525646e+05 +2.471525646e+05
7 0 +1.633966197e+05 +1.635204497e+05 +1.635204497e+05
8 0 +1.474308709e+05 +1.475547009e+05 +1.475547009e+05
9 0 +1.213944599e+05 +1.215182899e+05 +1.215182899e+05
57 0 +7.927272866e+04 +7.939655866e+04 +7.939655866e+04
102 0 +6.370586448e+04 +6.382969448e+04 +6.382969448e+04
108 0 +6.272341733e+04 +6.284724733e+04 +6.284724733e+04
156 0 +5.972594826e+04 +5.984977826e+04 +5.984977826e+04
202 0 +4.427851353e+04 +4.440234353e+04 +4.440234353e+04
306 0 +4.044059469e+04 +4.056442469e+04 +4.056442469e+04
354 0 +2.068001270e+04 +2.080384270e+04 +2.080384270e+04
563 0 +2.011192633e+04 +2.023575633e+04 +2.023575633e+04
762 0 +1.994550443e+04 +2.006933443e+04 +2.006933443e+04
% f evaluations | g evaluations | best noise-free fitness - Fopt (4.751000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.672383564e+05 +5.672858664e+05 +5.672858664e+05
2 0 +4.046619387e+05 +4.047094487e+05 +4.047094487e+05
4 0 +2.811536073e+05 +2.812011173e+05 +2.812011173e+05
5 0 +2.329081054e+05 +2.329556154e+05 +2.329556154e+05
8 0 +1.460349592e+05 +1.460824692e+05 +1.460824692e+05
52 0 +9.193502092e+04 +9.198253092e+04 +9.198253092e+04
53 0 +7.884547260e+04 +7.889298260e+04 +7.889298260e+04
153 0 +7.195649323e+04 +7.200400323e+04 +7.200400323e+04
202 0 +6.994177807e+04 +6.998928807e+04 +6.998928807e+04
203 0 +2.873018325e+04 +2.877769325e+04 +2.877769325e+04
254 0 +1.804613344e+04 +1.809364344e+04 +1.809364344e+04
458 0 +1.642337055e+04 +1.647088055e+04 +1.647088055e+04
507 0 +1.621243071e+04 +1.625994071e+04 +1.625994071e+04
555 0 +1.092801004e+04 +1.097552004e+04 +1.097552004e+04
% f evaluations | g evaluations | best noise-free fitness - Fopt (5.534000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.737252867e+05 +5.737806267e+05 +5.737806267e+05
2 0 +3.883322436e+05 +3.883875836e+05 +3.883875836e+05
3 0 +3.206447118e+05 +3.207000518e+05 +3.207000518e+05
52 0 +1.402191447e+05 +1.402744847e+05 +1.402744847e+05
53 0 +1.180771451e+05 +1.181324851e+05 +1.181324851e+05
108 0 +9.741270717e+04 +9.746804717e+04 +9.746804717e+04
152 0 +5.555316332e+04 +5.560850332e+04 +5.560850332e+04
404 0 +5.355988461e+04 +5.361522461e+04 +5.361522461e+04
452 0 +2.967182031e+04 +2.972716031e+04 +2.972716031e+04
556 0 +2.207053137e+04 +2.212587137e+04 +2.212587137e+04
% f evaluations | g evaluations | best noise-free fitness - Fopt (-9.033000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.469693183e+05 +4.468789883e+05 +4.468789883e+05
2 0 +2.262580953e+05 +2.261677653e+05 +2.261677653e+05
52 0 +1.290141142e+05 +1.289237842e+05 +1.289237842e+05
53 0 +1.121491882e+05 +1.120588582e+05 +1.120588582e+05
57 0 +1.045099295e+05 +1.044195995e+05 +1.044195995e+05
204 0 +6.760092541e+04 +6.751059541e+04 +6.751059541e+04
207 0 +5.797344607e+04 +5.788311607e+04 +5.788311607e+04
302 0 +5.067108194e+04 +5.058075194e+04 +5.058075194e+04
303 0 +2.753082678e+04 +2.744049678e+04 +2.744049678e+04
457 0 +1.755174525e+04 +1.746141525e+04 +1.746141525e+04
% f evaluations | g evaluations | best noise-free fitness - Fopt (6.561000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.812616488e+05 +5.813272588e+05 +5.813272588e+05
2 0 +2.584893189e+05 +2.585549289e+05 +2.585549289e+05
3 0 +2.282326415e+05 +2.282982515e+05 +2.282982515e+05
58 0 +1.332347873e+05 +1.333003973e+05 +1.333003973e+05
104 0 +1.183018692e+05 +1.183674792e+05 +1.183674792e+05
108 0 +4.528692201e+04 +4.535253201e+04 +4.535253201e+04
206 0 +3.736745296e+04 +3.743306296e+04 +3.743306296e+04
254 0 +3.480414239e+04 +3.486975239e+04 +3.486975239e+04
% f evaluations | g evaluations | best noise-free fitness - Fopt (9.348200000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.065666562e+05 +3.075014762e+05 +3.075014762e+05
2 0 +1.533634015e+05 +1.542982215e+05 +1.542982215e+05
57 0 +8.484104124e+04 +8.577586124e+04 +8.577586124e+04
104 0 +7.010914560e+04 +7.104396560e+04 +7.104396560e+04
152 0 +4.648834629e+04 +4.742316629e+04 +4.742316629e+04
156 0 +3.889838740e+04 +3.983320740e+04 +3.983320740e+04
157 0 +3.164788359e+04 +3.258270359e+04 +3.258270359e+04
258 0 +2.807619905e+04 +2.901101905e+04 +2.901101905e+04
363 0 +2.753678352e+04 +2.847160352e+04 +2.847160352e+04
559 0 +2.121823123e+04 +2.215305123e+04 +2.215305123e+04
607 0 +1.992033634e+04 +2.085515634e+04 +2.085515634e+04
