% f evaluations | g evaluations | best noise-free fitness - Fopt (1.238300000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.861949919e+03 +8.985779919e+03 +8.985779919e+03 +2.6848e+00 -1.0643e+00 -2.8813e-01 +6.5673e-01 +2.6122e+00
2 0 +2.148817841e+03 +2.272647841e+03 +2.272647841e+03 +4.2465e+00 -1.3112e+00 -4.5224e-01 -1.4135e+00 +8.0081e-01
29 0 +1.902032571e+03 +2.025862571e+03 +2.025862571e+03 +4.5255e+00 -1.3553e+00 -4.8156e-01 -1.7833e+00 +4.7720e-01
112 0 +1.642166372e+03 +1.765996372e+03 +1.765996372e+03 +3.9720e+00 -1.3112e+00 -4.5224e-01 -1.4135e+00 +8.0081e-01
164 0 +4.745831395e+02 +5.984131395e+02 +5.984131395e+02 +2.3910e-01 -3.4077e+00 -7.0247e-01 -4.7996e-01 +1.7999e+00
259 0 +2.363919487e+02 +3.602219487e+02 +3.602219487e+02 +7.2846e-01 -1.6245e+00 +7.3876e-01 -1.5247e+00 +1.0606e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (4.751000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.619875201e+03 +2.667385201e+03 +2.667385201e+03 -1.0845e+00 +8.2922e-01 +1.7643e+00 -8.8843e-01 +3.6076e-01
8 0 +9.626408743e+02 +1.010150874e+03 +1.010150874e+03 +9.1318e-01 +1.3067e+00 -5.0332e-01 +1.1470e+00 +1.0123e+00
9 0 +6.001252681e+02 +6.476352681e+02 +6.476352681e+02 +7.0780e-02 +1.1054e+00 +4.5291e-01 +2.8869e-01 +7.3757e-01
102 0 +5.624937291e+02 +6.100037291e+02 +6.100037291e+02 -1.3542e+00 -1.2571e+00 +2.0797e-02 -1.1018e-01 +9.2151e-01
105 0 +2.564396726e+02 +3.039496726e+02 +3.039496726e+02 -7.0561e-01 +7.9826e-01 +1.0221e+00 +2.9086e-01 +1.1700e-02
153 0 +2.501210870e+02 +2.976310870e+02 +2.976310870e+02 +4.5828e-01 +1.2574e+00 +3.6528e-01 +1.1352e+00 -2.2779e-01
156 0 +1.599128428e+02 +2.074228428e+02 +2.074228428e+02 -7.8334e-01 +5.5194e-01 +9.0213e-01 +2.4280e-01 +1.2074e-01
264 0 +1.417630295e+02 +1.892730295e+02 +1.892730295e+02 -6.0306e-01 +5.5194e-01 +9.0213e-01 +2.4280e-01 +1.2074e-01
362 0 +1.334626782e+02 +1.809726782e+02 +1.809726782e+02 -2.3239e-01 +5.5194e-01 +9.0213e-01 +2.4280e-01 +1.2074e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (5.534000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.974595137e+03 +2.029935137e+03 +2.029935137e+03 -2.4502e+00 -2.5599e-01 +2.8700e-01 +5.5320e-01 -2.0941e+00
63 0 +1.839183816e+03 +1.894523816e+03 +1.894523816e+03 -2.4502e+00 -2.5599e-01 +2.8700e-01 +5.5320e-01 -1.8646e-01
353 0 +1.348371204e+03 +1.403711204e+03 +1.403711204e+03 -1.6126e+00 -2.2330e-01 +2.8557e-01 +8.9077e-01 -2.3083e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-9.033000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.185982754e+03 +3.095652754e+03 +3.095652754e+03 -2.4780e+00 -1.6734e+00 -2.4023e-01 +1.6002e+00 -8.4523e-01
3 0 +2.200779281e+03 +2.110449281e+03 +2.110449281e+03 -2.2020e+00 -1.8756e+00 +2.2935e-01 +1.0910e+00 +2.9034e-01
7 0 +1.698796261e+03 +1.608466261e+03 +1.608466261e+03 +1.5241e+00 +2.3341e+00 -1.1024e+00 -1.8009e+00 -7.1111e-01
55 0 +1.170115779e+03 +1.079785779e+03 +1.079785779e+03 -9.7905e-01 +2.2941e-01 +3.6132e-01 +1.1271e+00 +1.6941e+00
105 0 +5.368509273e+02 +4.465209273e+02 +4.465209273e+02 -6.8250e-01 -1.4815e+00 -1.8967e-01 +1.5872e+00 -8.8190e-01
206 0 +3.722763683e+02 +2.819463683e+02 +2.819463683e+02 -2.7998e-01 -7.6858e-01 -1.1123e+00 -8.7794e-01 +2.5629e-01
252 0 +1.656873592e+02 +7.535735924e+01 +7.535735924e+01 -7.0687e-01 -1.0910e+00 -6.7396e-01 -4.8861e-01 +4.0960e-01
354 0 +6.429562597e+01 -2.603437403e+01 -2.603437403e+01 -9.4267e-01 -1.0335e+00 -5.4055e-01 -1.2585e-01 -1.0808e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (6.561000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.016722064e+03 +7.082332064e+03 +7.082332064e+03 -1.9011e+00 +7.3863e-01 -1.3019e+00 -1.3687e+00 +1.4114e+00
2 0 +7.320518973e+02 +7.976618973e+02 +7.976618973e+02 +2.2472e+00 -1.2758e+00 +7.4317e-01 -7.3938e-01 +3.2247e-01
