% f evaluations | g evaluations | best noise-free fitness - Fopt (1.238300000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.667165871e+05 +1.668404171e+05 +1.668404171e+05 -4.7475e+00 -2.9052e+00 +1.6211e+00 -2.4203e+00 +1.6693e+00 -3.0679e+00 -3.3116e+00 +4.8268e+00 +1.4137e+00 +1.0959e+00 +1.3029e+00 +1.2765e+00 -5.7656e-01 -2.4423e+00 -1.9672e-01 -2.5379e+00 -2.7184e+00 +7.5153e-01 +2.6064e+00 -8.1736e-01
2 0 +1.149576195e+05 +1.150814495e+05 +1.150814495e+05 -2.5537e+00 -2.7222e+00 -5.2858e-01 +2.0806e-01 +2.4705e+00 -2.9628e+00 +3.4433e+00 -7.2884e-01 +2.6963e+00 -2.6477e+00 -2.5075e-02 +2.3227e+00 -4.0703e-01 +3.6192e+00 +2.3527e+00 -3.7137e+00 -7.2890e-01 +2.0743e+00 +2.0510e+00 +1.2183e+00
3 0 +1.019395023e+05 +1.020633323e+05 +1.020633323e+05 -2.5328e+00 -2.5748e+00 +7.4243e-02 -3.5377e-01 +2.1471e+00 -3.2394e+00 +3.4651e+00 -1.2546e+00 +2.4328e+00 -2.7997e+00 +6.1112e-02 +2.1018e+00 -7.9036e-01 +3.4383e+00 +2.3026e+00 -3.6225e+00 -3.0571e-01 +1.7068e+00 +1.8325e+00 +1.8914e+00
6 0 +6.489135790e+04 +6.501518790e+04 +6.501518790e+04 -2.1994e+00 +6.2514e-01 +2.4371e+00 +3.8140e+00 -3.2249e+00 +5.2787e-01 -1.0961e+00 +5.6642e-01 -3.0500e-01 -1.9633e+00 +4.4282e-01 +1.5414e+00 +3.9222e+00 -2.3050e+00 +1.7620e+00 -1.6834e-01 -2.7032e+00 -1.6418e+00 -3.9605e-01 +6.6041e-01
52 0 +4.625499680e+04 +4.637882680e+04 +4.637882680e+04 -3.9559e+00 -1.5990e+00 +2.1190e-01 -1.2908e+00 +5.9742e-01 -1.9320e+00 -1.6513e+00 +3.6749e+00 +9.8540e-01 +5.0413e-01 +1.0223e+00 +1.8148e+00 -4.9169e-01 -1.2283e+00 -8.7610e-01 -1.5486e+00 -1.0323e+00 +7.4245e-02 +2.8216e+00 +3.5224e-01
56 0 +3.333876021e+04 +3.346259021e+04 +3.346259021e+04 -1.8953e+00 -9.6830e-02 +4.8094e-01 +1.4293e+00 -2.1056e-01 -3.5792e-01 -9.8442e-01 -9.9409e-01 +1.9799e+00 -1.4512e-01 -2.4424e+00 +1.5119e+00 +1.3019e+00 +5.3818e-01 -2.3091e+00 +2.7420e+00 -2.6034e+00 -3.1987e-01 +3.7924e+00 +1.7327e+00
106 0 +1.854456644e+04 +1.866839644e+04 +1.866839644e+04 -1.9943e+00 -1.1037e+00 +3.5164e-01 +1.0493e+00 +3.6982e-01 -1.0872e+00 +4.9830e-01 -8.4311e-01 +1.8597e+00 -1.2663e+00 -1.5409e+00 +1.3693e+00 +8.0627e-01 +1.7227e+00 -8.2699e-01 +4.5295e-01 -1.8197e+00 +6.8922e-02 +2.7566e+00 +1.5762e+00
159 0 +1.658155102e+04 +1.670538102e+04 +1.670538102e+04 -1.2714e+00 -9.2532e-01 +2.1545e-01 +3.3881e-01 +8.3086e-01 -1.7892e+00 +1.7919e+00 -7.0561e-01 +2.0500e+00 -1.3833e+00 -1.2597e+00 +5.0066e-01 +8.1774e-02 +2.1868e+00 -7.5025e-01 +1.3831e-01 -1.2718e+00 +1.0603e-01 +2.6112e+00 +9.0457e-01
204 0 +1.533180991e+04 +1.545563991e+04 +1.545563991e+04 -1.9493e+00 -7.9088e-01 -8.2526e-01 -7.5399e-01 +7.9105e-01 -9.6978e-01 +6.7640e-01 +2.2946e+00 +1.5910e+00 -1.7037e+00 -4.0518e-01 +2.3921e+00 -8.7568e-01 +1.3354e+00 -3.5632e-01 -1.5656e+00 +3.8170e-01 +2.6314e-01 +2.4560e+00 +1.3956e+00
254 0 +1.413351388e+04 +1.425734388e+04 +1.425734388e+04 -1.5586e+00 -1.7032e+00 +4.9591e-01 +4.8417e-01 -7.6091e-01 -1.9275e-01 -7.0456e-01 +2.9363e+00 -3.9550e-01 -3.3806e-01 +5.6823e-01 +7.1212e-01 +1.3793e+00 -1.9006e-01 -7.2020e-01 -1.4223e+00 -1.0050e+00 -1.4907e+00 +1.3476e+00 -1.2216e-01
