% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.098800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.122763450e+04 +5.101775450e+04 +5.101775450e+04 +3.1692e-01 +2.2221e-01
6 0 +3.960688843e+04 +3.939700843e+04 +3.939700843e+04 +1.3600e-01 +2.5420e-01
7 0 +9.679364434e+03 +9.469484434e+03 +9.469484434e+03 -3.8399e-01 +3.4614e-01
11 0 +4.224306631e+03 +4.014426631e+03 +4.014426631e+03 -2.0116e+00 +5.1911e-01
24 0 +4.095895521e+03 +3.886015521e+03 +3.886015521e+03 -5.6491e-01 +3.7813e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-9.209000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.711134719e+06 +5.711042629e+06 +5.711042629e+06 -3.9675e-01 +1.5677e-01
4 0 +9.697275234e+05 +9.696354334e+05 +9.696354334e+05 +6.8320e-01 +1.6324e+00
10 0 +3.584557106e+04 +3.575348106e+04 +3.575348106e+04 +3.2537e-01 +2.8087e+00
27 0 +3.001406312e+04 +2.992197312e+04 +2.992197312e+04 -1.7735e+00 +2.7948e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-8.789000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.623158739e+07 +1.623149950e+07 +1.623149950e+07 +1.2741e+00 -3.7172e-01
2 0 +9.410952174e+06 +9.410864284e+06 +9.410864284e+06 -1.4483e+00 +5.1794e-01
4 0 +6.349878967e+06 +6.349791077e+06 +6.349791077e+06 +1.2157e+00 +1.0406e+00
5 0 +5.542440633e+06 +5.542352743e+06 +5.542352743e+06 +1.4676e+00 +1.2209e+00
6 0 +4.980425293e+06 +4.980337403e+06 +4.980337403e+06 -2.2534e-01 +1.3665e+00
7 0 +2.239107828e+06 +2.239019938e+06 +2.239019938e+06 -8.2200e-01 +2.2766e+00
18 0 +6.758696969e+05 +6.757818069e+05 +6.757818069e+05 +7.2816e-01 +4.5385e+00
29 0 +1.607307237e+05 +1.606428337e+05 +1.606428337e+05 +2.8315e-01 +3.2577e+00
32 0 +1.460010840e+05 +1.459131940e+05 +1.459131940e+05 -3.8477e-01 +4.0492e+00
54 0 +3.144010322e+03 +3.056120322e+03 +3.056120322e+03 +5.9604e-01 +3.6964e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.201900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.620048724e+06 +3.620368914e+06 +3.620368914e+06 -1.4973e+00 -4.1317e-01
4 0 +4.966539302e+05 +4.969741202e+05 +4.969741202e+05 +6.5597e-02 -1.6526e+00
7 0 +9.887263084e+04 +9.919282084e+04 +9.919282084e+04 +2.3322e+00 -2.6705e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.042400000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.344778532e+06 +8.344674292e+06 +8.344674292e+06 -6.1133e-01 -1.0173e+00
4 0 +2.196107747e+06 +2.196003507e+06 +2.196003507e+06 +3.3271e-01 -2.3228e+00
13 0 +5.320140204e+05 +5.319097804e+05 +5.319097804e+05 -2.0450e-01 -3.1275e+00
17 0 +1.412565429e+05 +1.411523029e+05 +1.411523029e+05 -1.6720e-01 -3.5253e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-6.785000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.673828543e+06 +7.673760693e+06 +7.673760693e+06 -5.8658e-01 +1.6124e-01
2 0 +1.100053654e+06 +1.099985804e+06 +1.099985804e+06 +4.2035e-02 +1.9802e+00
10 0 +4.011931343e+05 +4.011252843e+05 +4.011252843e+05 -4.2309e+00 +2.3224e+00
43 0 +2.933851463e+05 +2.933172963e+05 +2.933172963e+05 -1.9644e+00 +2.4446e+00
158 0 +1.974878934e+04 +1.968093934e+04 +1.968093934e+04 -2.0072e+00 +3.1609e+00
162 0 +1.561798412e+04 +1.555013412e+04 +1.555013412e+04 -2.6928e+00 +3.1423e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-3.639800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.239014929e+06 +9.238650949e+06 +9.238650949e+06 +1.3008e+00 +8.8194e-02
2 0 +6.573894218e+06 +6.573530238e+06 +6.573530238e+06 -1.0976e+00 +5.3993e-01
4 0 +3.461250134e+06 +3.460886154e+06 +3.460886154e+06 +1.0368e+00 +1.4160e+00
10 0 +2.089775343e+06 +2.089411363e+06 +2.089411363e+06 +2.1341e+00 +1.8647e+00
18 0 +2.286756750e+04 +2.250358750e+04 +2.250358750e+04 +2.9601e+00 +3.0478e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.865000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.703854121e+06 +7.703835471e+06 +7.703835471e+06 +3.8414e-01 +2.4589e-01
4 0 +6.969966268e+05 +6.969779768e+05 +6.969779768e+05 +3.6414e-01 -1.5634e+00
14 0 +4.064674062e+05 +4.064487562e+05 +4.064487562e+05 +3.0527e+00 -1.8788e+00
17 0 +1.187075791e+05 +1.186889291e+05 +1.186889291e+05 +2.8465e+00 -2.1236e+00
39 0 +3.798940810e+03 +3.780290810e+03 +3.780290810e+03 +3.5948e+00 -2.3998e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.749200000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.870537608e+06 +1.870712528e+06 +1.870712528e+06 -1.8677e-01 -5.8824e-01
6 0 +5.100337214e+05 +5.102086414e+05 +5.102086414e+05 -3.5849e+00 -2.6207e+00
52 0 +2.594035516e+04 +2.611527516e+04 +2.611527516e+04 -2.4284e+00 -1.6813e+00
56 0 +8.176466405e+03 +8.351386405e+03 +8.351386405e+03 -2.6691e+00 -1.9405e+00
156 0 +2.477830079e+02 +4.227030079e+02 +4.227030079e+02 -3.3527e+00 -1.8600e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.659600000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.416173292e+05 +3.410513692e+05 +3.410513692e+05 -2.8736e-01 -3.9496e-01
2 0 +8.750204929e+04 +8.693608929e+04 +8.693608929e+04 +5.2856e-01 +5.2437e-01
3 0 +5.513508888e+03 +4.947548888e+03 +4.947548888e+03 +2.0019e-01 +1.5438e-01
159 0 +3.886204858e+03 +3.320244858e+03 +3.320244858e+03 -3.3228e-01 +3.0341e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (7.095000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.054229387e+06 +2.054300337e+06 +2.054300337e+06 -8.8187e-01 -2.3632e-01
6 0 +6.748341236e+02 +7.457841236e+02 +7.457841236e+02 -4.9123e-01 +1.0533e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (4.728000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.931022721e+06 +1.931070001e+06 +1.931070001e+06 -1.2772e-01 +4.9174e-01
2 0 +9.372806595e+04 +9.377534595e+04 +9.377534595e+04 +1.0140e+00 -1.1089e+00
18 0 +9.241941072e+04 +9.246669072e+04 +9.246669072e+04 +4.9389e+00 -1.1070e+00
107 0 +2.817620102e+04 +2.822348102e+04 +2.822348102e+04 +9.8715e-01 -9.6471e-01
159 0 +1.058324365e+04 +1.063052365e+04 +1.063052365e+04 +9.9085e-01 -9.1160e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.688800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.538462288e+06 +6.537893408e+06 +6.537893408e+06 -5.3404e-01 -1.3201e-01
2 0 +1.286178641e+05 +1.280489841e+05 +1.280489841e+05 -8.6756e-01 -2.1766e+00
3 0 +3.550592453e+03 +2.981712453e+03 +2.981712453e+03 +1.1021e-01 -2.4862e+00
12 0 +7.987949259e+02 +2.299149259e+02 +2.299149259e+02 +1.4748e+00 -2.5703e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.069000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.822240643e+05 +2.822447543e+05 +2.822447543e+05 +7.4649e-01 -4.0055e-01
2 0 +2.737116490e+05 +2.737323390e+05 +2.737323390e+05 -1.2435e+00 -3.8837e-01
8 0 +3.772205486e+04 +3.774274486e+04 +3.774274486e+04 -5.0863e-01 +3.4532e-01
105 0 +7.570977227e+03 +7.591667227e+03 +7.591667227e+03 -1.0336e-01 +6.0671e-02
% f evaluations | g evaluations | best noise-free fitness - Fopt (5.616700000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.514322544e+05 +2.519939244e+05 +2.519939244e+05 -1.6602e-02 -6.2967e-01
3 0 +4.804920481e+04 +4.861087481e+04 +4.861087481e+04 +1.2982e+00 +9.8716e-02
108 0 +3.655992508e+03 +4.217662508e+03 +4.217662508e+03 +4.8501e-01 -5.8953e-02
