% f evaluations | g evaluations | best noise-free fitness - Fopt (6.870000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.822982663e+01 +2.509982663e+01 +2.509982663e+01 +4.0104e+00 +5.7542e-01 +2.6851e+00 -4.7956e+00 -2.4137e+00 +1.5561e-01 +3.8360e+00 -3.7382e+00 +2.8617e+00 -1.6261e+00 -3.6320e+00 -8.2958e-01 +1.2471e+00 -1.8906e-01 +4.5121e+00 +1.5182e+00 -1.3025e+00 +1.7048e+00 +5.7332e-01 +1.1432e+00
2 0 +1.269299148e+01 +1.956299148e+01 +1.956299148e+01 -1.6961e+00 +2.6805e+00 +8.3823e-01 -2.8991e+00 -5.8120e-01 -2.6889e+00 +1.6514e+00 +2.0995e+00 +2.0944e+00 -4.0540e+00 +7.7726e-01 +1.0985e+00 +4.4178e-02 -5.3700e-01 +5.7785e-01 +8.7469e-01 +2.2969e+00 +1.0133e-01 -2.6928e+00 -9.6952e-01
6 0 +9.015630005e+00 +1.588563001e+01 +1.588563001e+01 +2.3183e+00 -1.0980e+00 +1.5197e+00 -4.6748e+00 -1.2543e+00 -7.8430e-01 +3.1461e+00 -3.8501e-01 +1.6020e+00 -2.4075e+00 -3.9268e+00 -2.4576e+00 +5.3117e-01 -6.9937e-01 +2.2354e+00 +6.2913e-01 -1.4656e+00 +4.4945e-01 +1.1247e+00 +8.2216e-01
19 0 +5.552474752e+00 +1.242247475e+01 +1.242247475e+01 +1.4910e+00 +1.5965e-01 +2.7610e+00 +1.2792e+00 +3.0380e+00 +2.9905e+00 +3.5752e-02 +1.3475e+00 +3.5250e+00 +7.3028e-01 +9.6604e-02 -4.8207e+00 +3.4643e+00 +5.3523e-01 +2.8082e+00 +1.9007e+00 -2.2538e+00 -2.9368e+00 +2.4646e+00 -2.8305e+00
34 0 +5.344985290e+00 +1.221498529e+01 +1.221498529e+01 -6.5610e-01 -6.5127e-01 -1.0564e+00 +4.3599e+00 -3.2611e+00 +4.9307e+00 -4.6139e+00 +4.0070e+00 +3.8398e+00 -2.0277e+00 -4.0124e+00 -2.4818e+00 -3.6107e+00 -4.1241e+00 -1.7954e+00 +1.2256e+00 +2.1673e+00 -1.4910e+00 -2.5081e+00 +7.8125e-01
1512 0 +5.172038266e+00 +1.204203827e+01 +1.204203827e+01 +1.9672e+00 +6.8400e-01 +2.1368e-02 -3.9752e+00 -1.3925e+00 -2.4540e-01 +2.9559e+00 -1.7490e+00 +2.2614e+00 -1.6098e+00 -1.9747e+00 +6.6801e-02 +4.0853e-01 -1.9893e-01 +2.6455e+00 +1.1936e+00 +1.5697e-01 +8.9535e-01 -2.1435e-01 +6.2802e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e-02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.250990011e+01 +1.251990011e+01 +1.251990011e+01 +2.0584e+00 +3.4946e+00 +4.9838e+00 +7.8929e-01 -1.3824e+00 +3.0357e-01 +3.8492e+00 -1.5674e+00 +3.1907e+00 -3.2302e+00 -2.9578e+00 +1.8970e+00 +3.0358e+00 +5.7469e-01 +1.4681e+00 -5.7038e-02 +9.0088e-01 -2.0583e+00 +1.9263e+00 -2.9042e+00
2 0 +9.630365326e+00 +9.640365326e+00 +9.640365326e+00 +1.0930e+00 +2.7917e+00 -2.1533e+00 -3.6355e-02 -2.0332e-01 -2.6780e+00 +4.8362e-01 -1.3020e+00 +4.5866e+00 +3.6633e+00 +2.1145e+00 -2.3580e+00 +2.4606e+00 +1.2370e+00 -4.5889e-01 -1.9450e+00 -2.5190e+00 -2.5663e+00 -8.1277e-01 -8.0277e-01
3 0 +4.864444479e+00 +4.874444479e+00 +4.874444479e+00 -7.0997e-01 +1.1660e+00 -3.2164e+00 +1.3564e+00 -1.2195e+00 -1.1297e+00 -1.4018e+00 -8.5679e-01 +4.2016e+00 +3.3786e+00 -9.3489e-01 +4.5951e-01 +6.7522e-01 +2.4939e+00 +6.6231e-01 +5.6840e-01 -3.4655e-01 -1.5099e+00 +2.3360e+00 -1.3432e+00
