% f evaluations | g evaluations | best noise-free fitness - Fopt (2.997000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.224130594e+03 +1.254100594e+03 +1.254100594e+03 +1.4248e+00 +3.5624e-01 +1.3906e+00 -6.0856e-01 +9.5966e-01
3 0 +8.651982177e+02 +8.951682177e+02 +8.951682177e+02 -1.6682e+00 -2.8479e+00 -1.0976e+00 -2.8412e+00 -1.5217e+00
15 0 +4.271657116e+02 +4.571357116e+02 +4.571357116e+02 +2.9494e-01 -1.0509e+00 -1.6487e+00 -2.8778e+00 +1.9526e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.171000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.144370753e+03 +1.092660753e+03 +1.092660753e+03 +1.5358e+00 +1.3047e+00 +1.3762e+00 -6.1895e-01 +4.4398e-02
12 0 +4.800761493e+02 +4.283661493e+02 +4.283661493e+02 +3.5949e+00 +3.3161e+00 -2.8252e-01 -4.9633e+00 -1.2891e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.799500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.696275081e+03 +2.416325081e+03 +2.416325081e+03 -5.7056e-01 +3.4950e+00 -1.0662e+00 +1.9186e-01 -2.0383e-01
2 0 +1.392820725e+03 +1.112870725e+03 +1.112870725e+03 -1.5344e+00 -1.0659e+00 +3.7351e-01 +2.1188e+00 -7.9448e-01
60 0 +1.243325429e+03 +9.633754295e+02 +9.633754295e+02 -1.1690e+00 -3.3864e+00 -5.2226e-01 +2.2993e-01 +2.4056e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (9.319900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.686417329e+02 +1.900631733e+03 +1.900631733e+03 -4.2734e+00 -1.2465e+00 -5.1676e-01 +1.3487e+00 -2.8263e-01
2 0 +9.378672787e+02 +1.869857279e+03 +1.869857279e+03 -1.7970e+00 -1.9085e+00 -2.0576e+00 +1.9132e-01 +1.8068e+00
6 0 +6.218811776e+02 +1.553871178e+03 +1.553871178e+03 -2.0364e+00 +2.7666e+00 +2.2872e+00 -2.2083e+00 +2.9918e-01
7 0 +5.444751873e+02 +1.476465187e+03 +1.476465187e+03 -2.2415e-01 +3.6292e+00 +3.2704e+00 -2.0923e+00 +7.4796e-01
54 0 +5.105722633e+02 +1.442562263e+03 +1.442562263e+03 -1.9474e-01 +3.4620e+00 +3.0696e+00 -1.9742e+00 +8.7490e-01
111 0 +4.818469048e+02 +1.413836905e+03 +1.413836905e+03 -1.9474e-01 +3.4620e+00 +3.0696e+00 -4.3334e-01 +8.7490e-01
206 0 +4.271460332e+02 +1.359136033e+03 +1.359136033e+03 +9.3684e-02 +2.4758e+00 +2.0338e+00 -6.0977e-01 +7.9516e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.133100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.389191862e+02 +1.052229186e+03 +1.052229186e+03 +2.7778e+00 -2.6444e-01 +1.2849e+00 +1.6786e+00 +1.4756e+00
3 0 +9.084646334e+02 +1.021774633e+03 +1.021774633e+03 -3.5174e-01 -1.9004e+00 -5.1220e-01 +1.0169e+00 +1.6238e+00
4 0 +4.691154128e+02 +5.824254128e+02 +5.824254128e+02 +2.4542e+00 -8.1350e-01 -1.5496e+00 +1.5465e+00 +1.4715e+00
41 0 +3.270535599e+02 +4.403635599e+02 +4.403635599e+02 +2.2126e+00 -1.2234e+00 -3.6657e+00 +1.4479e+00 +1.4684e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.849000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.516865864e+02 +7.801765864e+02 +7.801765864e+02 +2.9948e-01 +1.9613e+00 -4.5190e-01 -2.3525e+00 +4.1646e-02
15 0 +5.133659486e+02 +5.418559486e+02 +5.418559486e+02 -1.3201e+00 +2.6630e+00 +2.5834e+00 -2.7149e+00 +1.8102e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-7.405800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.417823529e+02 -9.879764706e+01 -9.879764706e+01 +2.8826e+00 -3.7399e-01 -1.2062e+00 +6.4053e-01 -1.0084e+00
12 0 +4.578315203e+02 -2.827484797e+02 -2.827484797e+02 -2.3364e+00 +1.9371e+00 -3.7593e+00 -4.7270e-01 -1.3238e+00
58 0 +4.364690745e+02 -3.041109255e+02 -3.041109255e+02 -2.3231e+00 +1.8125e+00 -3.4114e+00 -5.2770e-01 -1.3416e+00
