% f evaluations | g evaluations | best noise-free fitness - Fopt (3.590000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.805990064e+05 +1.806349064e+05 +1.806349064e+05 +1.9205e-01 +5.5524e-01
9 0 +7.824713879e+04 +7.828303879e+04 +7.828303879e+04 +8.9957e-01 +1.4452e+00
16 0 +1.261131803e+01 +4.851131803e+01 +4.851131803e+01 +4.4566e+00 -2.5415e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.137000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.009055051e+03 +7.040425051e+03 +7.040425051e+03 +1.6811e-01 +4.0454e-01
10 0 +6.947766267e+03 +6.979136267e+03 +6.979136267e+03 +6.2257e-02 +4.5591e-01
13 0 +1.376095854e+02 +1.689795854e+02 +1.689795854e+02 +4.5702e+00 +3.7717e+00
14 0 +4.278387564e+01 +7.415387564e+01 +7.415387564e+01 +1.9426e+00 +4.2410e+00
160 0 +2.006028013e+01 +5.143028013e+01 +5.143028013e+01 +9.5221e-01 +4.2410e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.063165847e+04 +1.963165847e+04 +1.963165847e+04 +4.2091e-01 -4.6305e-01
2 0 +1.102417085e+04 +1.002417085e+04 +1.002417085e+04 +9.6788e-01 -2.0760e-02
8 0 +1.761457910e-01 -9.998238542e+02 -9.998238542e+02 -4.6132e-02 -3.3096e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.319200000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.186543438e+01 +1.637854344e+02 +1.637854344e+02 -8.4930e-01 -8.5931e-01
2 0 +1.901468824e+01 +1.509346882e+02 +1.509346882e+02 +9.4349e-02 -1.2744e-03
3 0 +1.669751913e+01 +1.486175191e+02 +1.486175191e+02 -5.5899e-01 -1.9823e-02
10 0 +1.246951526e+01 +1.443895153e+02 +1.443895153e+02 -1.7108e+00 +2.7239e-01
20 0 +9.975475704e+00 +1.418954757e+02 +1.418954757e+02 -1.7108e+00 +4.8180e-01
22 0 +2.457449913e+00 +1.343774499e+02 +1.343774499e+02 -3.3717e+00 +1.2692e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (5.908400000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.858766261e+04 +1.917850261e+04 +1.917850261e+04 +1.0965e-02 -2.4188e-01
2 0 +9.937853378e+03 +1.052869338e+04 +1.052869338e+04 -1.4697e+00 +9.6609e-01
5 0 +4.050044312e+01 +6.313404431e+02 +6.313404431e+02 -2.2686e+00 -5.5130e-02
10 0 +2.474960192e+01 +6.155896019e+02 +6.155896019e+02 -1.1400e+00 -2.1244e+00
18 0 +2.454501690e+01 +6.153850169e+02 +6.153850169e+02 -1.9351e-01 -4.3874e+00
33 0 +3.108510117e+00 +5.939485101e+02 +5.939485101e+02 +5.1588e-01 -2.4722e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (6.749000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.713063390e+03 +3.780553390e+03 +3.780553390e+03 -2.3435e-01 -8.5253e-01
2 0 +1.255168906e+01 +8.004168906e+01 +8.004168906e+01 -1.4474e+00 -3.0599e+00
52 0 +4.195388253e-01 +6.790953883e+01 +6.790953883e+01 -1.2103e+00 -1.3615e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.085000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.482802168e+01 +1.156780217e+02 +1.156780217e+02 -4.7048e-01 +3.3218e-01
6 0 +7.668275698e+01 +1.075327570e+02 +1.075327570e+02 -3.1773e-01 +2.4196e-01
7 0 +2.901215882e+01 +5.986215882e+01 +5.986215882e+01 +1.1398e+00 -6.1891e-01
13 0 +1.243765995e+01 +4.328765995e+01 +4.328765995e+01 +1.6565e+00 -3.5288e+00
25 0 +2.748265531e+00 +3.359826553e+01 +3.359826553e+01 +2.3774e+00 -4.4441e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.255000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.188591884e+01 +4.933591884e+01 +4.933591884e+01 +6.7014e-01 -2.7169e-01
8 0 +5.683125519e+01 +4.428125519e+01 +4.428125519e+01 +5.4244e-01 +1.2662e+00
