% f evaluations | g evaluations | best noise-free fitness - Fopt (7.135000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.315595605e+01 +1.645059560e+02 +1.645059560e+02 +1.2467e-02 +1.5189e+00 +3.9736e-01 +1.1137e+00 -2.8296e-01 -6.6045e-01 +3.3430e+00 +1.5549e+00 -3.9279e+00 +1.8445e+00 +3.2524e+00 -2.6031e-02 +1.0312e+00 +1.2971e+00 -7.5824e-01 -2.7474e-01 -7.0708e-02 -1.7143e+00 -3.9389e+00 -9.4385e-01
2 0 +8.013905956e+01 +1.514890596e+02 +1.514890596e+02 +4.1548e-01 +1.6208e+00 +3.3394e-01 +1.0337e+00 -6.0282e-02 -1.1956e+00 +3.0605e+00 +1.2947e+00 -3.9366e+00 +1.1852e+00 +2.0146e+00 -3.3578e-02 +1.0499e-01 +1.3215e+00 -8.0481e-01 -3.6737e-01 -3.0422e-01 -1.2139e+00 -2.7190e+00 -2.3750e-01
3 0 +5.096490348e+01 +1.223149035e+02 +1.223149035e+02 +2.2331e+00 +2.0802e+00 +4.7890e-02 +6.7274e-01 +9.4403e-01 -3.6091e+00 +1.7866e+00 +1.2107e-01 -3.9758e+00 -1.7885e+00 -3.5679e+00 -6.7618e-02 -4.0724e+00 +1.4311e+00 -1.0148e+00 -7.8511e-01 -1.3574e+00 +1.0431e+00 +2.7826e+00 +2.9482e+00
9 0 +4.701508888e+01 +1.183650889e+02 +1.183650889e+02 +2.2240e+00 +2.9250e+00 -2.2529e+00 +1.5079e+00 +8.3016e-01 +2.8233e+00 -2.9178e+00 +3.5253e+00 +2.4264e+00 +2.1823e+00 -1.0765e+00 -1.3161e+00 -6.1378e-01 -3.6098e+00 +1.6015e+00 +1.6885e+00 +1.1751e+00 +1.9682e+00 -2.1868e+00 -5.5424e-02
55 0 +4.673175187e+01 +1.180817519e+02 +1.180817519e+02 -2.8686e+00 -8.7832e-01 -9.1319e-01 -2.7540e+00 +4.7208e-01 +4.1363e+00 +1.2641e+00 -3.5880e+00 -2.4255e-01 -1.1408e+00 -3.6481e+00 -1.3527e+00 +2.5861e+00 +7.7507e-01 -2.5942e+00 -1.0430e+00 +7.6369e-01 -2.7864e+00 -1.0320e+00 -2.0615e+00
114 0 +4.250155644e+01 +1.138515564e+02 +1.138515564e+02 -5.8644e-01 +9.8021e-01 +3.0908e+00 -4.7713e+00 -9.6184e-01 -4.5912e+00 -2.9730e+00 -2.6083e+00 +1.9924e+00 +4.2404e+00 -1.5756e+00 +3.3589e+00 -1.0128e-01 -1.0730e+00 -1.9844e+00 -4.3709e+00 -3.3958e+00 -1.0872e+00 -1.2201e+00 -7.2990e-01
355 0 +4.092882356e+01 +1.122788236e+02 +1.122788236e+02 +4.3826e-01 +1.5854e+00 +1.6520e+00 +7.4530e-01 -2.2704e-01 -1.1825e+00 +1.3701e+00 -1.5852e+00 -1.2740e+00 +2.0394e+00 +2.4255e+00 -2.0592e+00 -6.3443e-01 +8.7110e-01 +3.2667e-02 +1.3863e-01 -5.5862e-01 +1.3227e+00 -7.9565e-01 -1.9198e+00
610 0 +3.031656406e+01 +1.016665641e+02 +1.016665641e+02 -3.4235e+00 +4.2092e+00 -2.9280e+00 -5.1613e-01 -3.6668e+00 +3.8059e+00 +2.4765e-01 +1.5422e+00 -2.0746e+00 +2.9315e+00 +3.2426e+00 +8.1157e-01 -7.1442e-01 +3.8032e+00 -3.6520e-02 +3.6459e+00 +3.5559e+00 -3.8175e+00 -4.0410e-01 +3.5808e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-3.552200000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.687793092e+01 -2.783420691e+02 -2.783420691e+02 -6.5217e-01 -2.4472e+00 +4.3685e+00 -1.3833e-01 -1.0627e+00 +3.2098e+00 -1.8607e+00 -6.2789e-01 -1.7569e+00 -2.7452e+00 -2.5698e+00 -1.1453e+00 -1.2595e+00 -2.1386e+00 -1.5257e+00 +1.6489e-02 +2.3555e+00 +3.1896e+00 -6.1412e-01 +2.3841e+00
5 0 +5.310442117e+01 -3.021155788e+02 -3.021155788e+02 -3.0737e+00 -1.6281e+00 +2.1046e-01 -3.8664e+00 -3.7618e+00 -1.0166e+00 -1.9003e+00 +2.5645e+00 -8.9428e-01 +1.7078e-01 +2.6267e+00 -3.0780e+00 -2.1870e-01 -1.8370e-01 +7.4638e-01 +1.1843e+00 -1.8564e+00 +1.5749e+00 -8.8970e-01 +4.2561e+00
12 0 +4.491035770e+01 -3.103096423e+02 -3.103096423e+02 -4.6754e+00 -5.1431e-01 +8.4774e-01 -1.9008e-01 -4.5933e+00 -1.2938e+00 +9.6215e-02 -3.1434e+00 +3.2190e+00 -4.5793e-01 +3.7010e+00 +3.4416e+00 -4.1817e+00 -1.7366e+00 +4.3105e+00 +4.7624e+00 +1.2824e+00 +2.7263e+00 +4.1066e+00 -2.7564e+00
102 0 +3.578545826e+01 -3.194345417e+02 -3.194345417e+02 +3.0084e+00 -1.5779e+00 -8.2485e-01 +1.5692e+00 -1.7880e-01 -1.9693e+00 +1.2962e+00 -3.3768e+00 +2.7603e+00 +4.5432e+00 -1.0890e+00 +1.2136e+00 -3.1761e+00 +2.4863e+00 -2.6431e-01 -1.4212e+00 -2.4233e+00 -2.9264e+00 -3.0078e+00 -4.1749e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (9.917000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.245508549e+01 +1.716250855e+02 +1.716250855e+02 -1.1728e+00 -6.2925e-02 +8.3494e-01 -2.4870e+00 +2.9960e+00 -2.1875e+00 -8.1846e-01 +1.7383e-01 -3.2276e+00 +3.3973e+00 +4.5018e+00 +7.5486e-01 -3.0431e+00 -4.9007e+00 +1.6384e+00 -2.0840e+00 -1.5142e+00 -1.6575e+00 -1.1644e-01 -4.9261e-01
2 0 +7.080161135e+01 +1.699716114e+02 +1.699716114e+02 +2.9136e+00 -1.1764e+00 +1.9118e+00 +2.4725e+00 +1.1569e+00 +3.9731e+00 -2.5158e+00 -3.9121e+00 +3.5478e-01 +3.9385e-01 -8.4693e-01 -2.3783e+00 +3.5689e+00 -4.6402e+00 +7.8208e-01 -1.3110e+00 -1.3560e+00 +1.9657e-01 +3.0809e+00 +1.6779e+00
5 0 +6.826469994e+01 +1.674346999e+02 +1.674346999e+02 +3.0135e+00 -4.4473e+00 -4.8891e+00 -9.7717e-01 +3.1928e+00 -2.6608e+00 -1.6773e+00 +4.7560e+00 +2.0136e+00 +2.9695e+00 -4.4717e-01 +2.9623e-01 +4.2081e+00 -2.9775e+00 -2.7942e-01 +1.2870e+00 -9.6794e-01 -1.4292e+00 -1.9368e+00 -3.1651e+00
6 0 +5.557162917e+01 +1.547416292e+02 +1.547416292e+02 +1.5565e-01 -1.6224e+00 +2.2258e+00 -2.4355e+00 +4.1278e+00 -1.5101e+00 +2.2467e+00 +3.0989e+00 +7.2480e-02 +1.6754e+00 +4.3523e-01 +2.8606e+00 -5.9553e-01 -1.5696e+00 -2.2042e+00 -1.8171e+00 +1.5535e+00 -1.1566e+00 +4.1041e-01 +3.7827e+00
29 0 +5.107194994e+01 +1.502419499e+02 +1.502419499e+02 +2.6628e+00 -3.9348e+00 -3.1972e+00 +7.5863e-01 -1.7386e+00 -3.2563e+00 -3.3107e+00 +2.6621e+00 -3.6538e+00 +3.7722e+00 +2.7185e+00 +4.3073e+00 -1.3232e+00 +8.3838e-01 +3.0801e+00 +9.2869e-01 -1.5982e+00 +4.0175e+00 +4.3047e+00 -7.1585e-02
35 0 +4.487030494e+01 +1.440403049e+02 +1.440403049e+02 -3.2261e-01 -1.1281e+00 +3.3796e+00 -2.6494e+00 +4.1809e+00 -1.2744e+00 +2.9020e+00 +2.8001e+00 -2.1504e-01 +1.4219e+00 +5.5027e-01 +3.2623e+00 -1.4758e+00 -1.3499e+00 -2.4720e+00 -2.3341e+00 +1.9322e+00 -1.1213e+00 +8.1831e-01 +4.9775e+00
106 0 +4.014788234e+01 +1.393178823e+02 +1.393178823e+02 +3.5594e+00 -1.2193e+00 -2.5976e+00 -9.9563e-02 +1.0875e+00 +3.4312e+00 -3.3424e-01 +2.2147e+00 +4.1389e+00 -3.6683e+00 +2.6857e+00 -3.1384e+00 +2.8519e+00 +2.9335e+00 -6.9658e-01 -2.9526e+00 -4.5452e+00 -3.5768e+00 -4.3325e+00 +2.7948e+00
