% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.465000000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.684344032e+05 +1.678879032e+05 +1.678879032e+05 +2.6073e+00 -2.5193e+00 +4.7771e+00 -4.3857e+00 -2.1470e+00 +2.7267e+00 +3.6357e-01 -3.2479e-01 -9.3917e-01 -1.8367e-01 -3.6259e+00 +1.4063e+00 +2.5903e+00 +3.0780e+00 -1.2848e+00 -1.8805e+00 +1.4363e+00 +2.0050e+00 +9.6659e-01 -2.4824e+00
2 0 +8.097307867e+04 +8.042657867e+04 +8.042657867e+04 -3.8862e+00 +1.9145e+00 +4.5250e+00 -6.8177e-01 +1.8609e+00 +1.1748e-01 +1.4566e+00 +1.4759e+00 +1.5847e+00 +1.1815e+00 -1.1037e+00 +4.2402e-01 -1.6277e+00 -2.5529e+00 -2.0334e+00 -4.8118e-01 -3.4902e+00 -4.3295e+00 -3.8871e-01 +3.9037e+00
4 0 +6.542646061e+04 +6.487996061e+04 +6.487996061e+04 -1.4241e+00 +3.0103e+00 +3.4053e+00 -1.1018e+00 +4.4358e-01 -1.6025e+00 +1.7204e+00 -1.2088e+00 +2.4768e+00 -5.2293e-01 +1.1424e+00 +9.4307e-03 -1.2223e+00 -2.6136e+00 -1.4148e+00 +8.8100e-01 -2.2805e+00 -5.2316e-01 -7.3766e-01 +1.4277e+00
53 0 +6.259462632e+04 +6.204812632e+04 +6.204812632e+04 -3.0086e+00 +2.0649e+00 +4.2984e+00 -6.1335e-01 +1.4040e+00 +5.0472e-01 +1.2134e+00 +7.9206e-01 +1.8091e+00 +6.8061e-01 -1.4696e+00 +1.9293e-01 -1.8437e+00 -2.0160e+00 -1.8767e+00 -5.4024e-02 -2.5799e+00 -3.3047e+00 +3.9156e-02 +3.2579e+00
106 0 +6.105389814e+04 +6.050739814e+04 +6.050739814e+04 +9.5649e-01 -2.5505e-01 +4.2154e+00 -3.0410e+00 -1.0862e+00 +9.5397e-01 +9.1918e-01 -6.8679e-01 +4.5961e-01 -3.2259e-01 -1.6733e+00 +8.3431e-01 +1.0291e+00 +7.4738e-01 -1.3380e+00 -7.4975e-01 -8.5642e-02 +9.6976e-01 +2.6873e-01 -8.8127e-01
107 0 +4.294771501e+04 +4.240121501e+04 +4.240121501e+04 +2.2666e-01 +7.4601e-01 +3.9670e+00 -2.4465e+00 -6.1721e-01 +1.7023e-01 +1.1648e+00 -8.4684e-01 +1.0780e+00 -3.8401e-01 -8.1010e-01 +5.8142e-01 +3.3891e-01 -2.8300e-01 -1.3615e+00 -2.4980e-01 -7.5852e-01 +5.1207e-01 -3.9801e-02 -1.7341e-01
202 0 +4.164380084e+04 +4.109730084e+04 +4.109730084e+04 -2.5746e+00 +1.6884e+00 +4.1862e+00 -9.9457e-01 +8.6878e-01 +2.9635e-01 +9.9706e-01 +5.4584e-01 +1.1670e+00 +5.2418e-01 -1.4109e+00 +8.4893e-01 -9.3807e-01 -1.4197e+00 -1.3822e+00 -1.6024e-01 -2.1926e+00 -2.6584e+00 -2.1730e-01 +2.9571e+00
203 0 +2.577026779e+04 +2.522376779e+04 +2.522376779e+04 -7.2074e-01 +1.1422e+00 +3.7796e+00 -1.4616e+00 -5.9990e-01 +8.5575e-01 +1.7948e-01 -6.2867e-01 +3.2680e-01 -3.3473e-01 -2.2661e+00 +1.6303e+00 +1.6921e-01 +5.0830e-01 -3.7169e-01 +1.8007e-01 -1.7563e-01 -3.9640e-01 +1.2501e-01 +1.7236e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.922292383e+04 +5.022292383e+04 +5.022292383e+04 -1.2385e+00 -3.5428e+00 -7.7065e-01 -4.1606e+00 -1.1737e+00 -1.4247e+00 +3.0923e+00 +4.0824e+00 +7.5994e-02 +2.4258e-01 +1.2934e+00 +1.8648e+00 -2.7375e-01 -1.7113e+00 -1.1330e+00 -2.2040e+00 -2.9479e+00 -2.8071e+00 +1.1089e+00 -5.4906e-01
