% f evaluations | g evaluations | best noise-free fitness - Fopt (2.997000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.585014310e+03 +2.614984310e+03 +2.614984310e+03 +3.4049e+00 -8.4320e-01 +3.3269e+00 +2.9844e+00 -2.4885e+00 -1.0933e-01 +2.3674e+00 -1.3115e+00 -1.0916e+00 -2.3217e+00 +2.1754e+00 +3.0715e-01 +8.2921e-01 +1.9501e+00 +8.8980e-02 +9.8431e-01 +2.4233e+00 +2.4218e+00 +2.0870e+00 -6.6870e-01
2 0 +1.845222866e+03 +1.875192866e+03 +1.875192866e+03 -2.2082e-01 -2.9172e+00 -2.1781e+00 +3.7022e-01 +8.9077e-01 -1.0810e+00 -1.9694e+00 +5.2296e-01 -6.4050e-01 -1.1315e+00 -2.9829e+00 +1.1369e+00 +7.4939e-02 +1.5058e+00 +8.5373e-01 -1.5319e+00 -1.5432e+00 -4.2930e+00 -1.0354e+00 -1.7310e+00
6 0 +1.744803355e+03 +1.774773355e+03 +1.774773355e+03 +3.7612e-02 -2.8511e+00 -2.7973e+00 +2.0619e+00 +1.5002e+00 -1.0470e-02 -4.9388e+00 -7.1053e-01 +9.5139e-01 -7.9689e-01 -2.4369e+00 -4.4534e-01 +6.7673e-01 +1.2973e+00 +1.0369e+00 +5.8628e-02 -1.8891e+00 -1.3067e+00 -4.8137e-01 +8.8265e-01
52 0 +1.595909089e+03 +1.625879089e+03 +1.625879089e+03 -7.9171e-01 -1.3837e+00 -1.6991e+00 +1.4822e+00 +2.0316e+00 +5.2250e-01 -3.2996e+00 -9.1695e-01 +2.6908e-01 -5.2195e-01 -2.5283e+00 +1.7386e-01 +3.1157e-01 +1.1807e+00 +1.3957e+00 +4.5801e-03 -6.5586e-01 -1.8663e+00 -9.4245e-01 +6.3059e-01
362 0 +1.578807251e+03 +1.608777251e+03 +1.608777251e+03 +3.7612e-02 -2.8511e+00 -2.7973e+00 +2.0619e+00 +1.5002e+00 -8.4040e-03 -2.0739e+00 -7.1053e-01 +9.5139e-01 -7.9689e-01 -2.4369e+00 -4.4534e-01 +6.7673e-01 +1.2973e+00 +1.0369e+00 +5.8628e-02 -1.8891e+00 -1.3067e+00 -4.8137e-01 +8.8265e-01
655 0 +1.533097311e+03 +1.563067311e+03 +1.563067311e+03 -4.3470e-01 -1.2474e+00 -8.8597e-01 +1.5283e+00 +1.6678e+00 -5.7556e-02 -2.8791e+00 -8.1425e-01 +1.0573e-01 -2.1330e-01 -1.0981e+00 -1.2246e-02 +4.8885e-01 +9.8508e-01 +3.6276e-01 -1.7220e-01 -6.8197e-01 -4.6449e-01 -2.1047e-01 +5.2049e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.171000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.989170836e+03 +2.937460836e+03 +2.937460836e+03 +1.1706e+00 -1.1788e+00 -3.4424e+00 -5.1683e-01 -2.2193e+00 +4.0848e+00 +5.1657e-01 -1.1155e+00 +3.6962e+00 -1.2379e-01 -5.7911e-01 -3.2560e+00 -1.3038e+00 -5.3774e-01 +2.7314e+00 -6.8203e-01 -1.7559e+00 +3.5827e+00 +5.5160e-01 +2.6116e-01
2 0 +2.444987316e+03 +2.393277316e+03 +2.393277316e+03 +4.5761e+00 -2.6302e+00 +7.8972e-02 -1.8726e+00 -3.8011e-01 -1.5309e-01 -1.0585e+00 -3.8292e+00 -1.7382e-01 -1.4751e+00 +1.7802e+00 -1.9958e+00 -6.4801e-01 -4.5579e-01 +1.3911e+00 -1.0445e-01 +1.8330e+00 -5.2429e-01 +4.7052e+00 +4.0657e+00
42 0 +2.218395749e+03 +2.166685749e+03 +2.166685749e+03 +3.9131e+00 +3.3377e+00 -3.1409e+00 +9.2150e-02 +1.4600e+00 -2.0825e+00 -8.6601e-01 -5.5135e-01 -4.8650e+00 -1.4045e+00 +2.3256e-01 +3.6892e+00 -2.6084e+00 +7.7157e-01 +2.8297e-01 -5.1027e-01 +2.2134e+00 +1.4700e-01 -3.7084e+00 +4.9957e+00
152 0 +2.116738049e+03 +2.065028049e+03 +2.065028049e+03 +8.3654e-01 -1.4061e+00 +3.2679e+00 -3.0045e+00 +2.7862e+00 -4.7181e-01 -3.5389e+00 +5.0244e-01 -2.1562e+00 +8.6809e-01 -4.2455e-01 +1.4874e+00 +2.1331e+00 +2.0145e+00 +5.8543e-01 +1.5944e+00 -6.6962e-01 +1.0469e+00 +5.5573e-01 +2.9697e+00
307 0 +2.008942959e+03 +1.957232959e+03 +1.957232959e+03 +9.3731e-01 -1.3375e+00 +1.2441e+00 -2.2542e+00 +1.2766e+00 +9.0247e-01 -2.3158e+00 +1.4465e-02 -3.9112e-01 +5.6894e-01 -3.2956e-01 +5.6760e-02 +1.0965e+00 +1.2448e+00 +1.2327e+00 +9.0785e-01 -9.9725e-01 +1.8117e+00 +5.5449e-01 +2.1528e+00
655 0 +1.984031851e+03 +1.932321851e+03 +1.932321851e+03 +4.1241e+00 -3.1121e+00 -2.2906e+00 -3.0012e+00 +1.4981e-01 +1.7128e+00 +5.9043e-01 +2.5666e-01 -1.5204e+00 -8.0224e-01 +2.4579e+00 +3.2429e+00 -1.7028e+00 +1.3537e+00 -3.1531e+00 +6.5505e-01 -4.0959e+00 +1.1379e+00 +2.1836e+00 -1.0891e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.799500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.199789966e+03 +2.919839966e+03 +2.919839966e+03 -3.7811e+00 -3.0157e+00 +1.6856e-01 +3.0120e+00 -3.6790e+00 -1.0485e+00 -1.4948e+00 -1.5000e+00 -4.5897e+00 -6.0752e-01 -3.7888e+00 -1.9279e+00 +2.4255e+00 -6.0584e-01 -3.7756e+00 -1.1601e+00 -1.7534e+00 -1.5782e-01 +1.8354e+00 -2.5311e+00
2 0 +3.147214368e+03 +2.867264368e+03 +2.867264368e+03 +2.7317e+00 -1.3364e+00 -3.7109e+00 -1.8554e+00 +2.0434e-01 +1.3033e+00 +3.4373e+00 -1.3002e+00 +3.7270e-02 +8.6000e-01 +1.1314e+00 -2.8090e+00 +3.7128e-01 -2.5301e+00 +2.2946e+00 -3.1860e+00 +4.4847e+00 -1.2361e+00 -9.4337e-01 +1.3430e+00
3 0 +2.736248855e+03 +2.456298855e+03 +2.456298855e+03 +1.8301e+00 -3.4171e+00 -3.3273e+00 +9.3439e-01 +8.5288e-01 -3.2969e+00 +1.5815e+00 +2.3880e-01 +3.7752e+00 -1.6150e-01 -2.3708e+00 -3.5219e+00 -5.6776e-01 +2.1250e+00 -2.3317e-01 -2.8745e+00 +3.3760e+00 +1.4624e+00 +4.6936e-01 +1.4138e+00
8 0 +2.582988644e+03 +2.303038644e+03 +2.303038644e+03 -6.7567e-01 -1.1739e+00 -1.7749e-02 -2.8984e+00 -3.3610e-01 -1.1474e+00 +2.7211e+00 -9.8659e-01 -1.8985e+00 -3.0057e+00 -4.2464e+00 -4.1430e-01 +2.3201e+00 +3.7341e+00 +7.7742e-01 -1.5890e+00 +3.7280e-01 +1.6159e+00 +2.3401e+00 +2.5181e+00
