% f evaluations | g evaluations | best noise-free fitness - Fopt (2.997000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.718028488e+03 +3.747998488e+03 +3.747998488e+03
3 0 +3.648358026e+03 +3.678328026e+03 +3.678328026e+03
28 0 +3.612735391e+03 +3.642705391e+03 +3.642705391e+03
54 0 +3.539425089e+03 +3.569395089e+03 +3.569395089e+03
58 0 +3.460555619e+03 +3.490525619e+03 +3.490525619e+03
152 0 +3.378357759e+03 +3.408327759e+03 +3.408327759e+03
158 0 +3.248552187e+03 +3.278522187e+03 +3.278522187e+03
204 0 +3.136969090e+03 +3.166939090e+03 +3.166939090e+03
255 0 +3.079808638e+03 +3.109778638e+03 +3.109778638e+03
256 0 +2.851754870e+03 +2.881724870e+03 +2.881724870e+03
454 0 +2.813783776e+03 +2.843753776e+03 +2.843753776e+03
559 0 +2.742272671e+03 +2.772242671e+03 +2.772242671e+03
707 0 +2.687152081e+03 +2.717122081e+03 +2.717122081e+03
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.171000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.060027262e+03 +5.008317262e+03 +5.008317262e+03
2 0 +4.914145754e+03 +4.862435754e+03 +4.862435754e+03
6 0 +3.291730473e+03 +3.240020473e+03 +3.240020473e+03
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.799500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.999884821e+03 +4.719934821e+03 +4.719934821e+03
2 0 +3.843664565e+03 +3.563714565e+03 +3.563714565e+03
52 0 +3.730314202e+03 +3.450364202e+03 +3.450364202e+03
53 0 +3.667511196e+03 +3.387561196e+03 +3.387561196e+03
256 0 +3.545507633e+03 +3.265557633e+03 +3.265557633e+03
% f evaluations | g evaluations | best noise-free fitness - Fopt (9.319900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.324381172e+03 +5.256371172e+03 +5.256371172e+03
2 0 +4.167980724e+03 +5.099970724e+03 +5.099970724e+03
3 0 +3.911975852e+03 +4.843965852e+03 +4.843965852e+03
4 0 +3.827559115e+03 +4.759549115e+03 +4.759549115e+03
6 0 +3.663608537e+03 +4.595598537e+03 +4.595598537e+03
7 0 +3.575168330e+03 +4.507158330e+03 +4.507158330e+03
11 0 +3.429334258e+03 +4.361324258e+03 +4.361324258e+03
108 0 +3.107338244e+03 +4.039328244e+03 +4.039328244e+03
256 0 +3.067700204e+03 +3.999690204e+03 +3.999690204e+03
406 0 +2.833286175e+03 +3.765276175e+03 +3.765276175e+03
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.133100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.598643356e+03 +3.711953356e+03 +3.711953356e+03
2 0 +3.520108572e+03 +3.633418572e+03 +3.633418572e+03
30 0 +3.434001207e+03 +3.547311207e+03 +3.547311207e+03
152 0 +3.329800221e+03 +3.443110221e+03 +3.443110221e+03
258 0 +3.302834683e+03 +3.416144683e+03 +3.416144683e+03
3213 0 +3.167221186e+03 +3.280531186e+03 +3.280531186e+03
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.849000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.410764267e+03 +4.439254267e+03 +4.439254267e+03
2 0 +3.553799311e+03 +3.582289311e+03 +3.582289311e+03
17 0 +3.525603199e+03 +3.554093199e+03 +3.554093199e+03
56 0 +3.355752453e+03 +3.384242453e+03 +3.384242453e+03
58 0 +3.202870582e+03 +3.231360582e+03 +3.231360582e+03
59 0 +3.014132631e+03 +3.042622631e+03 +3.042622631e+03
308 0 +2.922398779e+03 +2.950888779e+03 +2.950888779e+03
309 0 +2.692566049e+03 +2.721056049e+03 +2.721056049e+03
% f evaluations | g evaluations | best noise-free fitness - Fopt (-7.405800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.986043961e+03 +3.245463961e+03 +3.245463961e+03
