% f evaluations | g evaluations | best noise-free fitness - Fopt (1.238300000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.867738391e+04 +3.880121391e+04 +3.880121391e+04 -1.1184e+00 +1.1564e+00 -4.2939e-02 -3.0229e+00 +7.3150e-01 +1.8984e+00 -1.4855e-01 -3.5165e+00 -1.8895e+00 -1.7703e-01
6 0 +1.556121317e+04 +1.568504317e+04 +1.568504317e+04 -2.4151e-01 +2.2830e+00 -1.0976e-01 -6.0165e-01 -4.4919e-01 +2.8501e+00 +2.6490e+00 -2.2046e+00 -1.3358e-02 -2.0690e+00
13 0 +1.496214224e+04 +1.508597224e+04 +1.508597224e+04 +1.2576e-02 +2.6095e+00 -1.2912e-01 +9.9906e-02 -7.9129e-01 +3.1259e+00 +3.4596e+00 -1.8245e+00 +5.3025e-01 -6.9666e-01
102 0 +1.430025057e+04 +1.442408057e+04 +1.442408057e+04 -3.7904e-01 +2.0441e+00 -8.9352e-02 -8.4042e-01 -2.5433e-01 +2.6746e+00 +2.1175e+00 -2.3851e+00 -3.1043e-01 -1.7285e+00
104 0 +5.102742303e+03 +5.226572303e+03 +5.226572303e+03 -4.5980e-01 -1.2705e+00 +1.9657e+00 +9.5507e-01 +3.9086e-01 +2.2972e+00 +9.0113e-01 -1.3006e-01 -1.0251e+00 -3.2923e-01
156 0 +4.224396258e+03 +4.348226258e+03 +4.348226258e+03 -2.6107e-01 +2.6087e+00 +1.1877e-02 +1.5152e+00 -1.1415e+00 +1.7133e+00 +1.4712e+00 -7.7620e-01 +1.5500e+00 -7.9541e-01
202 0 +3.783921221e+03 +3.907751221e+03 +3.907751221e+03 -2.8869e-01 +2.5721e+00 +1.3597e-02 +1.4467e+00 -1.1020e+00 +1.6869e+00 +1.3867e+00 -8.2219e-01 +1.4857e+00 -7.3976e-01
257 0 +1.919387810e+03 +2.043217810e+03 +2.043217810e+03 -1.4736e+00 +1.1453e+00 +3.2998e-01 +8.4505e-01 -1.8504e-01 +2.0185e+00 +8.9153e-01 -8.7600e-01 +1.3244e+00 +1.8259e-01
410 0 +1.807111575e+03 +1.930941575e+03 +1.930941575e+03 -1.4736e+00 +1.1453e+00 +1.0828e-01 +8.4505e-01 -1.8504e-01 +2.0185e+00 +8.9153e-01 -8.7600e-01 +1.3244e+00 +1.8259e-01
759 0 +1.666947174e+03 +1.790777174e+03 +1.790777174e+03 -1.4954e+00 +4.2778e-01 -4.2790e-01 +4.1452e-01 -5.8734e-01 +1.2360e+00 -8.8062e-01 +2.2571e-01 +1.6848e+00 +1.1759e-01
854 0 +1.491998254e+03 +1.615828254e+03 +1.615828254e+03 -1.8360e+00 +7.3614e-01 +1.7100e-02 +4.2434e-01 -8.2905e-03 +1.7930e+00 +2.7553e-01 -6.8212e-01 +1.1842e+00 +7.0787e-02
952 0 +1.107041153e+03 +1.230871153e+03 +1.230871153e+03 -1.1033e+00 +8.0440e-01 -2.4357e-02 +6.9543e-01 -7.3153e-01 +1.0933e+00 -6.2284e-01 -7.9109e-02 +1.4315e+00 +3.0176e-01
953 0 +8.677675991e+02 +9.915975991e+02 +9.915975991e+02 -1.4915e+00 +5.2568e-01 -2.8088e-01 -1.5921e-01 -3.0058e-01 +1.3085e+00 -9.6115e-01 -4.2689e-01 +8.6618e-01 +1.1255e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (4.751000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.600009748e+04 +3.604760748e+04 +3.604760748e+04 +2.0922e-01 -2.6617e+00 +4.9675e-01 +1.0548e+00 -9.3207e-01 -3.2726e+00 +2.9067e+00 +1.1704e-01 -2.4101e+00 -8.2871e-01
6 0 +2.843701070e+04 +2.848452070e+04 +2.848452070e+04 +7.3524e-01 +5.4960e-01 +4.2377e-01 +3.3679e+00 +1.2037e+00 +1.7787e+00 +1.5160e+00 +3.1451e+00 -8.4643e-01 -2.6846e+00
9 0 +2.120437098e+04 +2.125188098e+04 +2.125188098e+04 +2.3702e+00 +3.2128e-01 -3.0204e-01 +2.4959e+00 +7.3221e-01 +1.5124e+00 +9.4457e-01 -1.7616e+00 -2.5886e-01 -1.5822e+00
55 0 +1.271355079e+04 +1.276106079e+04 +1.276106079e+04 -9.2273e-01 +2.3120e+00 +3.2006e+00 -1.1070e+00 -3.1133e-01 -1.0813e+00 +1.2226e+00 -9.7457e-01 +1.2216e+00 -6.1756e-01
110 0 +1.055991273e+04 +1.060742273e+04 +1.060742273e+04 -2.7546e-01 +2.3120e+00 +3.2006e+00 -1.1070e+00 -3.1133e-01 -1.0813e+00 +1.2226e+00 -9.7457e-01 +1.2216e+00 -6.1756e-01
202 0 +9.516638945e+03 +9.564148945e+03 +9.564148945e+03 +1.1515e+00 -2.5702e+00 -6.1008e-01 -1.1041e+00 +1.6134e+00 -1.6209e+00 +1.1134e+00 -1.3183e+00 -2.6453e-01 -1.0806e+00
206 0 +2.136418646e+03 +2.183928646e+03 +2.183928646e+03 -8.3085e-01 +2.5057e-01 +1.8965e+00 +5.6275e-01 +5.3834e-03 -4.7152e-01 +2.4494e-01 +2.7870e-01 +1.0570e+00 -1.7249e-01
207 0 +1.276671234e+03 +1.324181234e+03 +1.324181234e+03 +4.9329e-01 -1.1690e+00 +1.8631e-02 +1.1933e+00 +9.2006e-01 +1.0370e+00 -1.0550e-01 -3.0200e-01 +9.2801e-01 -8.6572e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (5.534000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.604006562e+04 +3.609540562e+04 +3.609540562e+04 +4.7288e+00 -1.6616e+00 +2.9172e-01 +2.5612e+00 -9.2016e-01 +4.0880e-01 -3.5179e+00 +1.6996e+00 -1.9565e+00 -7.3622e-01
2 0 +3.567064655e+04 +3.572598655e+04 +3.572598655e+04 +3.8267e+00 +8.3330e-02 -1.1046e+00 +6.6659e-01 +3.3344e+00 +1.2688e+00 -2.7077e+00 +1.8851e-01 -5.0745e-01 +2.0278e+00
4 0 +9.680507666e+03 +9.735847666e+03 +9.735847666e+03 +4.8964e-02 -2.7069e-01 -1.6804e+00 -5.1444e-01 +6.8433e-01 +1.2728e+00 -2.5784e+00 -1.5313e+00 -2.4411e-01 +1.6819e+00
5 0 +8.351017973e+03 +8.406357973e+03 +8.406357973e+03 -1.4206e+00 +6.3082e-01 -1.2361e-01 +5.2722e-01 -5.4708e-02 +1.5281e+00 -2.4428e+00 -1.1915e+00 -1.2390e+00 +1.5324e+00
56 0 +7.645691605e+03 +7.701031605e+03 +7.701031605e+03 -4.3566e-01 +2.6605e-02 -1.1670e+00 -1.7093e-01 +4.4062e-01 +1.3570e+00 -2.5337e+00 -1.4192e+00 -5.7219e-01 +1.6326e+00
57 0 +7.312442130e+03 +7.367782130e+03 +7.367782130e+03 -9.3599e-01 +3.3353e-01 -6.3700e-01 +1.8371e-01 +1.8901e-01 +1.4439e+00 -2.4875e+00 -1.3035e+00 -9.1089e-01 +1.5817e+00
206 0 +4.759993392e+03 +4.815333392e+03 +4.815333392e+03 +7.3562e-01 -2.1637e-01 +4.9104e-01 -3.0594e-01 +1.8142e+00 +3.0362e-01 -3.1350e+00 +6.0773e-01 -2.4716e-01 +5.5309e-01
257 0 +4.101504030e+03 +4.156844030e+03 +4.156844030e+03 +5.8819e-01 -2.7395e-01 -9.8488e-02 -1.6752e-01 +1.5205e+00 -3.6843e-01 -2.7490e+00 -9.2202e-02 -4.7918e-01 +5.0519e-01
312 0 +4.048354174e+03 +4.103694174e+03 +4.103694174e+03 +5.8819e-01 -2.7395e-01 -9.8488e-02 -1.6752e-01 +1.5205e+00 -3.6843e-01 -2.7490e+00 -9.2202e-02 -4.7918e-01 +4.0309e-01
856 0 +3.837143569e+03 +3.892483569e+03 +3.892483569e+03 +2.0125e+00 -2.7085e-01 +1.1752e-02 +1.4253e+00 +1.4698e+00 +9.5517e-01 -9.5523e-01 +9.2734e-01 -1.3674e+00 +4.3044e-01
859 0 +3.785794715e+03 +3.841134715e+03 +3.841134715e+03 +9.0496e-01 +1.0119e-01 -8.1591e-01 +8.3000e-01 +2.1477e+00 +3.7341e-01 -6.9435e-01 +9.4173e-01 -7.5984e-01 +1.7651e+00
911 0 +3.708716639e+03 +3.764056639e+03 +3.764056639e+03 +9.0496e-01 +5.8376e-03 -8.1591e-01 +8.3000e-01 +2.1477e+00 +3.7341e-01 -6.9435e-01 +9.4173e-01 -7.5984e-01 +1.7651e+00
960 0 +2.981858674e+03 +3.037198674e+03 +3.037198674e+03 +2.0561e+00 -5.2119e-01 -3.8274e-01 +8.7971e-01 +1.3230e+00 +3.2347e-01 -1.1584e+00 +6.4941e-01 -1.2769e+00 +1.8000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-9.033000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.114662498e+04 +6.105629498e+04 +6.105629498e+04 -2.3656e+00 -3.1777e+00 +3.8843e-01 +4.7892e-01 +6.6803e-01 +1.2128e+00 +3.3710e+00 -2.0991e+00 -4.6192e-01 +3.8080e-01
2 0 +4.246515681e+04 +4.237482681e+04 +4.237482681e+04 +2.3555e+00 -1.0809e+00 +6.4053e-01 -3.6535e+00 -1.9059e+00 +2.1710e+00 -9.4391e-01 -3.4912e+00 +1.3440e+00 +8.4728e-01
3 0 +3.834152408e+04 +3.825119408e+04 +3.825119408e+04 -9.1343e-01 -2.5327e+00 +4.6597e-01 -7.9222e-01 -1.2372e-01 +1.5075e+00 +2.0438e+00 -2.5273e+00 +9.3589e-02 +5.2429e-01
5 0 +3.779379161e+04 +3.770346161e+04 +3.770346161e+04 +4.7426e+00 +2.7338e+00 +2.0809e+00 -1.7970e+00 +3.6816e-01 -9.6102e-01 +2.6808e+00 +4.0658e-01 -1.2553e+00 -1.2291e+00
7 0 +2.851380479e+04 +2.842347479e+04 +2.842347479e+04 +1.4356e+00 -9.6201e-01 +4.4309e-01 -1.3048e+00 +3.4570e+00 +2.0530e+00 +2.1190e+00 +2.0707e+00 -1.3990e+00 +1.7557e+00
54 0 +2.722997478e+04 +2.713964478e+04 +2.713964478e+04 -2.0763e+00 -3.6228e+00 -2.6002e+00 -2.7983e+00 -9.0229e-02 -6.8409e-01 -1.1141e-01 -1.4386e+00 -1.1775e+00 +8.3804e-01
58 0 +1.570528655e+04 +1.561495655e+04 +1.561495655e+04 +2.1294e+00 +9.1130e-01 +1.7461e+00 -5.9469e-01 +1.7010e+00 -2.2447e+00 +8.2029e-02 +1.2285e+00 -2.9551e+00 -1.0673e+00
102 0 +3.315436565e+03 +3.225106565e+03 +3.225106565e+03 +1.4525e+00 -1.1189e+00 +2.5048e-01 +1.1085e+00 +7.9407e-01 -9.0423e-01 +9.1045e-01 +7.8943e-01 -1.2661e+00 +1.1919e+00
156 0 +3.052213064e+03 +2.961883064e+03 +2.961883064e+03 +1.5628e-01 +8.5233e-01 +1.7531e+00 +1.5040e-01 +9.2374e-01 -1.7591e-01 +5.5762e-01 +1.6080e+00 -9.5959e-01 -1.2549e+00
207 0 +2.247632996e+03 +2.157302996e+03 +2.157302996e+03 -4.5057e-01 -6.4629e-01 +1.4408e+00 +5.4103e-01 +7.1213e-01 -4.3341e-02 +1.5173e+00 +3.0706e-01 -1.0492e+00 -1.0069e+00
809 0 +1.742293283e+03 +1.651963283e+03 +1.651963283e+03 -4.5286e-01 -2.1731e-02 -7.3422e-02 -5.1097e-01 +1.4969e+00 +7.2191e-01 +1.2153e+00 -1.0981e+00 +8.0021e-01 -5.2536e-01
856 0 +1.545613957e+03 +1.455283957e+03 +1.455283957e+03 -1.3994e+00 -2.9374e-01 -6.8812e-01 -1.0183e+00 +1.2647e+00 +2.2899e-01 +8.3416e-01 -7.5660e-01 +2.0986e-01 -2.2859e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (6.561000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.975775794e+03 +9.041385794e+03 +9.041385794e+03 +2.8611e+00 +2.7518e+00 +3.8771e-01 -1.4139e-01 +5.0052e-01 +2.0223e+00 +7.0657e-01 +2.0799e+00 -4.8904e-01 +4.7366e-01
57 0 +8.790095340e+03 +8.855705340e+03 +8.855705340e+03 +2.8489e+00 +2.7429e+00 +3.4618e-01 -1.1997e-01 +4.7596e-01 +1.8768e+00 +7.4058e-01 +2.0245e+00 -4.2861e-01 +4.4692e-01
104 0 +6.898264854e+03 +6.963874854e+03 +6.963874854e+03 +2.7720e+00 +2.4612e+00 +2.1143e-01 -5.1934e-03 +8.7270e-01 +1.8409e+00 +6.0110e-01 +2.0379e+00 -3.4636e-01 +4.7811e-01
