% f evaluations | g evaluations | best noise-free fitness - Fopt (9.294000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.453624765e+02 +9.383024765e+02 +9.383024765e+02 +2.8272e+00 +4.5415e+00 -8.6695e-01 -2.0844e+00 +1.7922e-01 -3.9161e-01 +1.4535e+00 +2.7008e-01 -7.1254e-01 -2.5257e+00
7 0 +7.474789664e+02 +8.404189664e+02 +8.404189664e+02 -5.3163e-02 +1.8734e+00 +2.2383e+00 -5.0693e-01 -1.2262e+00 -4.7247e-01 -1.3696e+00 -4.4689e-01 +2.1177e+00 -2.7798e+00
8 0 +6.245189514e+02 +7.174589514e+02 +7.174589514e+02 +5.8956e-01 +2.2871e+00 +1.6893e-01 -1.5410e+00 +5.5101e-01 +2.3783e+00 +9.5801e-01 -9.5435e-01 -1.6159e+00 +9.5901e-01
12 0 +5.084408302e+02 +6.013808302e+02 +6.013808302e+02 -1.4308e+00 -1.5278e+00 +2.2017e+00 +1.3730e+00 -2.1403e-01 +1.0787e+00 -3.7939e+00 -4.0514e+00 +2.3114e+00 -3.6603e+00
17 0 +1.655999468e+02 +2.585399468e+02 +2.585399468e+02 +3.1755e+00 +8.6103e-01 -1.1210e+00 +4.7585e+00 +3.1045e+00 -5.5957e-02 +2.1666e+00 -2.0450e+00 -3.0557e+00 -1.3413e+00
24 0 +1.618900376e+02 +2.548300376e+02 +2.548300376e+02 -3.5504e-01 +4.3082e+00 +1.6938e+00 +1.8484e+00 +1.0545e+00 +1.6439e+00 +3.7169e-01 -3.5407e+00 +2.2819e+00 -5.8983e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.535000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.763384676e+02 +9.116884676e+02 +9.116884676e+02 -1.3428e+00 +1.1435e+00 -7.7778e-01 -6.2836e-01 -3.6028e+00 +2.6299e+00 +1.4916e+00 +2.4208e+00 -1.4176e+00 -1.0020e+00
2 0 +7.054876416e+02 +7.408376416e+02 +7.408376416e+02 +9.0256e-01 -2.3448e+00 -1.9499e+00 +2.3853e+00 -3.3399e+00 -2.7203e+00 +1.5327e+00 +2.2280e+00 +2.4425e+00 +2.2325e+00
4 0 +2.936774598e+02 +3.290274598e+02 +3.290274598e+02 -1.7035e+00 -2.1247e+00 +1.7979e+00 +3.7320e+00 +1.5142e+00 +1.3879e+00 -5.0150e-01 +1.4739e+00 +1.5072e+00 -1.0319e+00
5 0 +2.790892305e+02 +3.144392305e+02 +3.144392305e+02 -1.4117e+00 -2.6136e+00 -4.0722e-01 +3.5923e+00 +2.6586e+00 +2.4580e-01 -5.5434e-01 -1.3115e-01 +1.2847e+00 -2.5998e-01
210 0 +2.435315885e+02 +2.788815885e+02 +2.788815885e+02 -3.4394e+00 -8.4802e-03 -2.5753e+00 +4.7168e+00 -4.3960e+00 +8.9360e-01 -4.5534e+00 +3.1004e+00 -4.0071e+00 +3.2114e-01
410 0 +1.612166544e+02 +1.965666544e+02 +1.965666544e+02 -3.1141e-01 -2.1247e+00 +1.7979e+00 +3.7320e+00 +1.5142e+00 +1.3879e+00 -5.0150e-01 +1.4739e+00 +1.5072e+00 -1.0319e+00
861 0 +1.121074236e+02 +1.474574236e+02 +1.474574236e+02 -1.4094e-01 +2.2267e-01 -3.0568e-01 +3.4111e+00 -2.0845e+00 +1.3814e+00 +1.7687e+00 +2.2837e+00 +2.3114e-01 -3.6753e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.820000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.015711749e+03 +1.019531749e+03 +1.019531749e+03 -1.3539e+00 -3.1785e+00 +2.8560e-01 -2.4416e+00 -1.9087e+00 -1.5718e+00 +1.0779e+00 +3.3438e+00 +2.9851e-01 -6.9794e-01
2 0 +7.201937605e+02 +7.240137605e+02 +7.240137605e+02 +3.1998e+00 -4.0479e-01 -1.2650e+00 -8.8784e-02 +3.9459e-01 -9.5980e-01 -2.2451e+00 +4.1377e+00 +5.1455e-01 +1.1937e+00
3 0 +6.980432770e+02 +7.018632770e+02 +7.018632770e+02 +2.3766e+00 +5.8103e-01 +1.5495e+00 +6.2587e-01 +1.2701e+00 +7.8639e-01 -3.2356e+00 +3.3368e+00 +1.4401e+00 +6.9516e-01
8 0 +6.462743108e+02 +6.500943108e+02 +6.500943108e+02 -1.2969e+00 +5.3302e-01 -7.2033e-01 -2.8748e+00 -7.4771e-01 -1.9961e+00 -1.9568e-01 -1.1221e-01 -8.1083e-02 -2.4255e+00
9 0 +5.245374867e+02 +5.283574867e+02 +5.283574867e+02 -6.7959e-01 +2.0889e-01 +3.5580e-01 -2.8550e+00 -8.6962e-01 -1.7234e+00 -7.7604e-01 -2.1776e-01 -4.9116e-01 -2.1191e+00
16 0 +3.010083703e+02 +3.048283703e+02 +3.048283703e+02 +3.8444e+00 -1.2694e+00 -2.8540e+00 -1.4955e+00 -3.6907e-01 +4.4427e+00 -2.9600e+00 -1.6507e-01 +2.6902e+00 -1.1636e+00
360 0 +2.766722661e+02 +2.804922661e+02 +2.804922661e+02 +1.7962e+00 -7.9013e-01 +1.2150e+00 +3.0729e-01 +2.8955e-01 -2.2129e+00 -1.5067e+00 -3.2387e-01 -6.3497e-01 -1.4203e+00
761 0 +2.441570996e+02 +2.479770996e+02 +2.479770996e+02 +1.7711e+00 -5.6500e-01 +1.2504e+00 +2.3608e-01 +4.2294e-01 -1.3903e+00 -1.1163e+00 +8.4259e-01 -3.8256e-02 -2.4739e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.175000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.608075632e+02 +2.825575632e+02 +2.825575632e+02 +3.2603e+00 -1.5649e+00 -5.2791e-01 +4.5425e+00 -3.3492e+00 +1.0905e+00 +4.8227e-01 -1.0909e+00 +2.0057e+00 -1.2717e+00
6 0 +2.424681875e+02 +2.642181875e+02 +2.642181875e+02 -3.6606e+00 -1.7040e-01 -5.1021e-01 +3.6291e+00 +1.8446e+00 -2.7961e+00 +4.0278e+00 +1.4185e+00 +1.1212e+00 +2.2981e+00
8 0 +2.023775444e+02 +2.241275444e+02 +2.241275444e+02 -8.6150e-01 -3.1896e-01 -1.4904e+00 +7.2190e-02 +2.3165e+00 -1.3946e+00 -2.4951e-01 +1.5184e+00 +1.6436e+00 +2.3213e+00
