% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.494000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.891556600e+07 +4.891551106e+07 +4.891551106e+07
2 0 +4.795056664e+07 +4.795051170e+07 +4.795051170e+07
4 0 +2.628747305e+07 +2.628741811e+07 +2.628741811e+07
12 0 +2.206462376e+07 +2.206456882e+07 +2.206456882e+07
22 0 +1.470851006e+07 +1.470845512e+07 +1.470845512e+07
30 0 +1.340841808e+07 +1.340836314e+07 +1.340836314e+07
34 0 +1.299610497e+07 +1.299605003e+07 +1.299605003e+07
% f evaluations | g evaluations | best noise-free fitness - Fopt (5.913000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.782813028e+07 +2.782818941e+07 +2.782818941e+07
2 0 +2.204510684e+07 +2.204516597e+07 +2.204516597e+07
4 0 +1.398769459e+07 +1.398775372e+07 +1.398775372e+07
5 0 +1.293754063e+07 +1.293759976e+07 +1.293759976e+07
52 0 +1.267683009e+07 +1.267688922e+07 +1.267688922e+07
304 0 +1.209466452e+07 +1.209472365e+07 +1.209472365e+07
% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.915300000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.690271325e+07 +5.690222172e+07 +5.690222172e+07
2 0 +2.977151281e+07 +2.977102128e+07 +2.977102128e+07
3 0 +2.555653201e+07 +2.555604048e+07 +2.555604048e+07
12 0 +1.648301351e+07 +1.648252198e+07 +1.648252198e+07
44 0 +1.620531209e+07 +1.620482056e+07 +1.620482056e+07
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.702000000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.463348305e+07 +1.463331285e+07 +1.463331285e+07
16 0 +1.169408566e+07 +1.169391546e+07 +1.169391546e+07
53 0 +9.217928308e+06 +9.217758108e+06 +9.217758108e+06
107 0 +9.096546974e+06 +9.096376774e+06 +9.096376774e+06
159 0 +8.734100400e+06 +8.733930200e+06 +8.733930200e+06
260 0 +8.579032610e+06 +8.578862410e+06 +8.578862410e+06
% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.697500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.148107641e+07 +3.148060666e+07 +3.148060666e+07
2 0 +2.366757180e+07 +2.366710205e+07 +2.366710205e+07
6 0 +2.289740788e+07 +2.289693813e+07 +2.289693813e+07
20 0 +1.622373264e+07 +1.622326289e+07 +1.622326289e+07
43 0 +1.553237283e+07 +1.553190308e+07 +1.553190308e+07
52 0 +1.323850898e+07 +1.323803923e+07 +1.323803923e+07
53 0 +1.297947685e+07 +1.297900710e+07 +1.297900710e+07
260 0 +1.212182768e+07 +1.212135793e+07 +1.212135793e+07
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.191000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
