% f evaluations | g evaluations | best noise-free fitness - Fopt (1.491500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.296645315e+06 +1.296794465e+06 +1.296794465e+06
2 0 +7.366432082e+05 +7.367923582e+05 +7.367923582e+05
3 0 +7.098175011e+05 +7.099666511e+05 +7.099666511e+05
5 0 +6.767092364e+05 +6.768583864e+05 +6.768583864e+05
9 0 +6.397818254e+05 +6.399309754e+05 +6.399309754e+05
55 0 +5.700833799e+05 +5.702325299e+05 +5.702325299e+05
58 0 +4.891951966e+05 +4.893443466e+05 +4.893443466e+05
157 0 +4.430662590e+05 +4.432154090e+05 +4.432154090e+05
256 0 +4.351491920e+05 +4.352983420e+05 +4.352983420e+05
306 0 +3.043081301e+05 +3.044572801e+05 +3.044572801e+05
307 0 +2.881416397e+05 +2.882907897e+05 +2.882907897e+05
359 0 +2.657758600e+05 +2.659250100e+05 +2.659250100e+05
405 0 +2.364360571e+05 +2.365852071e+05 +2.365852071e+05
514 0 +2.321336133e+05 +2.322827633e+05 +2.322827633e+05
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.056474410e+06 +1.055474410e+06 +1.055474410e+06
2 0 +9.158748164e+05 +9.148748164e+05 +9.148748164e+05
4 0 +7.248036764e+05 +7.238036764e+05 +7.238036764e+05
5 0 +5.585474627e+05 +5.575474627e+05 +5.575474627e+05
6 0 +3.678528921e+05 +3.668528921e+05 +3.668528921e+05
7 0 +3.630241193e+05 +3.620241193e+05 +3.620241193e+05
56 0 +3.234112654e+05 +3.224112654e+05 +3.224112654e+05
104 0 +2.342873232e+05 +2.332873232e+05 +2.332873232e+05
105 0 +1.613691650e+05 +1.603691650e+05 +1.603691650e+05
% f evaluations | g evaluations | best noise-free fitness - Fopt (9.862000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.454631142e+06 +1.454729762e+06 +1.454729762e+06
2 0 +8.049526957e+05 +8.050513157e+05 +8.050513157e+05
3 0 +7.384620508e+05 +7.385606708e+05 +7.385606708e+05
4 0 +5.611033666e+05 +5.612019866e+05 +5.612019866e+05
6 0 +3.729850530e+05 +3.730836730e+05 +3.730836730e+05
302 0 +3.597918570e+05 +3.598904770e+05 +3.598904770e+05
352 0 +2.969716471e+05 +2.970702671e+05 +2.970702671e+05
356 0 +2.141572191e+05 +2.142558391e+05 +2.142558391e+05
402 0 +1.964594452e+05 +1.965580652e+05 +1.965580652e+05
452 0 +1.815025212e+05 +1.816011412e+05 +1.816011412e+05
% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.715000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.486104516e+06 +1.486057366e+06 +1.486057366e+06
2 0 +7.975859202e+05 +7.975387702e+05 +7.975387702e+05
3 0 +7.425483980e+05 +7.425012480e+05 +7.425012480e+05
29 0 +6.618880968e+05 +6.618409468e+05 +6.618409468e+05
106 0 +4.871223326e+05 +4.870751826e+05 +4.870751826e+05
356 0 +4.710505824e+05 +4.710034324e+05 +4.710034324e+05
357 0 +4.583595623e+05 +4.583124123e+05 +4.583124123e+05
407 0 +3.540547044e+05 +3.540075544e+05 +3.540075544e+05
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.752000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.098206209e+05 +8.098581409e+05 +8.098581409e+05
2 0 +2.783757173e+05 +2.784132373e+05 +2.784132373e+05
3 0 +2.479572449e+05 +2.479947649e+05 +2.479947649e+05
358 0 +2.074050539e+05 +2.074425739e+05 +2.074425739e+05
1005 0 +1.975526376e+05 +1.975901576e+05 +1.975901576e+05
1206 0 +1.617491466e+05 +1.617866666e+05 +1.617866666e+05
1254 0 +1.489991535e+05 +1.490366735e+05 +1.490366735e+05
% f evaluations | g evaluations | best noise-free fitness - Fopt (6.740000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.143012012e+06 +1.143018752e+06 +1.143018752e+06
2 0 +7.502405944e+05 +7.502473344e+05 +7.502473344e+05
3 0 +6.873032265e+05 +6.873099665e+05 +6.873099665e+05
4 0 +4.947956987e+05 +4.948024387e+05 +4.948024387e+05
9 0 +4.727500656e+05 +4.727568056e+05 +4.727568056e+05
53 0 +4.241800153e+05 +4.241867553e+05 +4.241867553e+05
54 0 +2.107747969e+05 +2.107815369e+05 +2.107815369e+05
55 0 +1.931418861e+05 +1.931486261e+05 +1.931486261e+05
105 0 +1.736928546e+05 +1.736995946e+05 +1.736995946e+05
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.897900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.312165949e+05 +5.310268049e+05 +5.310268049e+05
7 0 +4.859623732e+05 +4.857725832e+05 +4.857725832e+05
40 0 +4.174394722e+05 +4.172496822e+05 +4.172496822e+05
54 0 +3.801035328e+05 +3.799137428e+05 +3.799137428e+05
102 0 +2.641076919e+05 +2.639179019e+05 +2.639179019e+05
103 0 +2.130316725e+05 +2.128418825e+05 +2.128418825e+05
306 0 +1.769562395e+05 +1.767664495e+05 +1.767664495e+05
359 0 +1.516178790e+05 +1.514280890e+05 +1.514280890e+05
458 0 +1.120637335e+05 +1.118739435e+05 +1.118739435e+05
509 0 +1.058490775e+05 +1.056592875e+05 +1.056592875e+05
555 0 +8.399854819e+04 +8.380875819e+04 +8.380875819e+04
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.774000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.586281442e+05 +4.586004042e+05 +4.586004042e+05
8 0 +3.525960589e+05 +3.525683189e+05 +3.525683189e+05
9 0 +2.942187848e+05 +2.941910448e+05 +2.941910448e+05
54 0 +2.568718999e+05 +2.568441599e+05 +2.568441599e+05
55 0 +2.339039157e+05 +2.338761757e+05 +2.338761757e+05
156 0 +1.856014983e+05 +1.855737583e+05 +1.855737583e+05
206 0 +1.551921177e+05 +1.551643777e+05 +1.551643777e+05
252 0 +1.500207801e+05 +1.499930401e+05 +1.499930401e+05
% f evaluations | g evaluations | best noise-free fitness - Fopt (6.930000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.514353421e+05 +9.514422721e+05 +9.514422721e+05
3 0 +7.419443736e+05 +7.419513036e+05 +7.419513036e+05
4 0 +3.555208460e+05 +3.555277760e+05 +3.555277760e+05
56 0 +2.204876311e+05 +2.204945611e+05 +2.204945611e+05
152 0 +2.014669952e+05 +2.014739252e+05 +2.014739252e+05
205 0 +1.837155694e+05 +1.837224994e+05 +1.837224994e+05
206 0 +1.711997509e+05 +1.712066809e+05 +1.712066809e+05
% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.456000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.049652432e+06 +1.049607872e+06 +1.049607872e+06
4 0 +5.313524532e+05 +5.313078932e+05 +5.313078932e+05
8 0 +4.376595627e+05 +4.376150027e+05 +4.376150027e+05
58 0 +1.973353994e+05 +1.972908394e+05 +1.972908394e+05
106 0 +1.433019679e+05 +1.432574079e+05 +1.432574079e+05
1612 0 +1.375824047e+05 +1.375378447e+05 +1.375378447e+05
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.929697921e+06 +1.930697921e+06 +1.930697921e+06
2 0 +5.404066434e+05 +5.414066434e+05 +5.414066434e+05
48 0 +4.585553760e+05 +4.595553760e+05 +4.595553760e+05
63 0 +4.510765124e+05 +4.520765124e+05 +4.520765124e+05
209 0 +3.959737577e+05 +3.969737577e+05 +3.969737577e+05
407 0 +3.783134031e+05 +3.793134031e+05 +3.793134031e+05
706 0 +3.499551755e+05 +3.509551755e+05 +3.509551755e+05
707 0 +3.205825473e+05 +3.215825473e+05 +3.215825473e+05
